회수ID,채권ID,법인명,고객ID,회수일자,회수금액,통화
RC0777,AR0750,베트남법인,OC073,2025-06-24,1314951.0,VND
RC0778,AR0750,베트남법인,OC073,2025-05-05,1314951.0,VND
RC0779,AR0751,베트남법인,OC073,2025-06-30,538641.0,VND
RC0780,AR0752,베트남법인,OC073,2025-04-16,1441578.0,VND
RC0781,AR0752,베트남법인,OC073,2025-06-24,1441578.0,VND
RC0782,AR0754,베트남법인,OC073,2025-06-30,1415199.0,VND
RC0783,AR0757,베트남법인,OC074,2025-05-04,1464422.5,VND
RC0784,AR0757,베트남법인,OC074,2025-06-26,1464422.5,VND
RC0785,AR0758,베트남법인,OC074,2025-06-05,1184249.0,VND
RC0786,AR0759,베트남법인,OC074,2025-06-30,756137.5,VND
RC0787,AR0759,베트남법인,OC074,2025-06-30,756137.5,VND
RC0788,AR0760,베트남법인,OC074,2025-05-18,1104710.0,VND
RC0789,AR0763,베트남법인,OC074,2025-06-30,2669866.0,VND
RC0790,AR0764,베트남법인,OC075,2025-06-30,142924.5,VND
RC0791,AR0764,베트남법인,OC075,2025-06-30,142924.5,VND
RC0792,AR0765,베트남법인,OC075,2025-06-30,517224.0,VND
RC0793,AR0765,베트남법인,OC075,2025-06-30,517224.0,VND
RC0794,AR0766,베트남법인,OC075,2025-06-27,925974.0,VND
RC0795,AR0770,베트남법인,OC075,2025-06-30,426271.0,VND
RC0796,AR0771,베트남법인,OC075,2025-06-17,1334604.5,VND
RC0797,AR0771,베트남법인,OC075,2025-06-30,1334604.5,VND
RC0798,AR0772,베트남법인,OC075,2025-02-24,597362.5,VND
RC0799,AR0772,베트남법인,OC075,2025-06-18,597362.5,VND
RC0800,AR0773,베트남법인,OC075,2025-06-30,141587.0,VND
RC0801,AR0773,베트남법인,OC075,2025-06-30,141587.0,VND
RC0802,AR0775,독일법인,OC076,2025-06-26,41364.27,EUR
RC0803,AR0776,독일법인,OC076,2025-06-30,3758.62,EUR
RC0804,AR0776,독일법인,OC076,2025-06-30,3758.62,EUR
RC0805,AR0777,독일법인,OC076,2025-04-17,2904.86,EUR
RC0806,AR0777,독일법인,OC076,2025-01-31,2904.85,EUR
RC0807,AR0778,독일법인,OC076,2025-05-19,99651.61,EUR
RC0808,AR0779,독일법인,OC076,2025-06-30,40866.13,EUR
RC0809,AR0779,독일법인,OC076,2025-05-01,40866.13,EUR
RC0810,AR0781,독일법인,OC076,2025-06-30,10136.77,EUR
RC0811,AR0781,독일법인,OC076,2025-06-23,10136.77,EUR
RC0812,AR0782,독일법인,OC076,2025-06-18,21694.49,EUR
RC0813,AR0782,독일법인,OC076,2025-06-30,21694.49,EUR
RC0814,AR0783,독일법인,OC076,2025-06-28,27947.85,EUR
RC0815,AR0784,미국법인,OC077,2025-06-30,48922.15,USD
RC0816,AR0785,미국법인,OC077,2025-05-19,1708.18,USD
RC0817,AR0785,미국법인,OC077,2025-03-07,1708.18,USD
RC0818,AR0787,미국법인,OC077,2025-05-14,85187.18,USD
RC0819,AR0788,미국법인,OC077,2025-06-30,10225.67,USD
RC0820,AR0788,미국법인,OC077,2025-06-30,10225.68,USD
RC0821,AR0789,미국법인,OC077,2025-06-30,21094.19,USD
RC0822,AR0789,미국법인,OC077,2025-06-30,21094.19,USD
RC0823,AR0790,미국법인,OC077,2025-06-30,48965.86,USD
RC0824,AR0790,미국법인,OC077,2025-06-30,48965.86,USD
RC0825,AR0791,미국법인,OC077,2025-03-07,112839.26,USD
RC0826,AR0793,미국법인,OC077,2025-04-30,51041.04,USD
RC0827,AR0794,미국법인,OC077,2025-06-30,5232.63,USD
RC0828,AR0795,싱가포르법인,OC078,2025-06-30,70457.74,SGD
RC0829,AR0796,싱가포르법인,OC078,2025-06-12,51467.87,SGD
RC0830,AR0796,싱가포르법인,OC078,2025-06-30,51467.87,SGD
RC0831,AR0797,싱가포르법인,OC078,2025-06-30,12285.14,SGD
RC0832,AR0797,싱가포르법인,OC078,2025-06-30,12285.13,SGD
RC0833,AR0800,싱가포르법인,OC078,2025-06-30,69895.71,SGD
RC0834,AR0801,싱가포르법인,OC078,2025-06-30,30511.31,SGD
RC0835,AR0801,싱가포르법인,OC078,2025-06-30,30511.31,SGD
RC0836,AR0802,싱가포르법인,OC078,2025-06-20,46263.73,SGD
RC0837,AR0804,싱가포르법인,OC078,2025-06-30,94971.39,SGD
RC0838,AR0806,싱가포르법인,OC078,2025-05-13,51260.66,SGD
RC0839,AR0807,싱가포르법인,OC078,2025-06-30,57857.2,SGD
RC0840,AR0807,싱가포르법인,OC078,2025-06-30,57857.21,SGD
RC0841,AR0811,미국법인,OC079,2025-05-09,2311.62,USD
RC0842,AR0811,미국법인,OC079,2025-06-30,2311.62,USD
RC0843,AR0813,미국법인,OC079,2025-06-30,96492.19,USD
RC0844,AR0817,미국법인,OC079,2025-05-10,10445.4,USD
RC0845,AR0817,미국법인,OC079,2025-05-12,10445.4,USD
RC0846,AR0818,미국법인,OC079,2025-06-30,4192.77,USD
RC0847,AR0818,미국법인,OC079,2025-06-30,4192.78,USD
RC0848,AR0819,미국법인,OC079,2025-06-30,33188.66,USD
RC0849,AR0819,미국법인,OC079,2025-05-09,33188.65,USD
RC0850,AR0820,미국법인,OC079,2025-05-21,52706.64,USD
RC0851,AR0820,미국법인,OC079,2025-06-19,52706.64,USD
RC0852,AR0821,미국법인,OC079,2025-02-24,26579.42,USD
RC0853,AR0821,미국법인,OC079,2025-02-08,26579.41,USD
RC0854,AR0822,독일법인,OC080,2025-06-30,40218.49,EUR
RC0855,AR0823,독일법인,OC080,2025-06-30,58048.22,EUR
RC0856,AR0824,독일법인,OC080,2025-06-30,42669.67,EUR
RC0857,AR0825,독일법인,OC080,2025-06-30,20570.18,EUR
RC0858,AR0825,독일법인,OC080,2025-06-30,20570.17,EUR
RC0859,AR0827,독일법인,OC080,2025-02-08,35651.42,EUR
RC0860,AR0827,독일법인,OC080,2025-06-14,35651.42,EUR
RC0861,AR0828,싱가포르법인,OC081,2025-05-22,81357.6,SGD
RC0862,AR0831,싱가포르법인,OC081,2025-06-30,27129.53,SGD
RC0863,AR0833,싱가포르법인,OC081,2025-04-23,39701.5,SGD
RC0864,AR0836,미국법인,OC082,2025-06-30,18809.41,USD
RC0865,AR0838,미국법인,OC082,2025-06-03,10260.36,USD
RC0866,AR0839,미국법인,OC082,2025-06-30,40176.8,USD
RC0867,AR0840,미국법인,OC082,2025-06-02,49466.62,USD
RC0868,AR0840,미국법인,OC082,2025-05-17,49466.63,USD
RC0869,AR0841,미국법인,OC082,2025-06-01,96776.81,USD
RC0870,AR0843,미국법인,OC083,2025-06-30,53783.5,USD
RC0871,AR0845,미국법인,OC083,2025-06-16,100240.74,USD
RC0872,AR0846,미국법인,OC083,2025-05-28,6213.36,USD
RC0873,AR0846,미국법인,OC083,2025-06-23,6213.37,USD
RC0874,AR0848,미국법인,OC083,2025-06-06,15561.34,USD
RC0875,AR0849,미국법인,OC083,2025-06-30,7677.34,USD
RC0876,AR0849,미국법인,OC083,2025-06-03,7677.34,USD
RC0877,AR0850,미국법인,OC083,2025-06-30,7144.47,USD
RC0878,AR0854,중국법인,OC084,2025-06-30,842210.0,CNY
RC0879,AR0855,중국법인,OC084,2025-06-06,664059.0,CNY
RC0880,AR0855,중국법인,OC084,2025-01-31,664059.0,CNY
RC0881,AR0856,중국법인,OC084,2025-06-30,1094390.0,CNY
RC0882,AR0857,중국법인,OC084,2025-06-30,1221341.5,CNY
RC0883,AR0859,중국법인,OC084,2025-06-30,1110465.5,CNY
RC0884,AR0859,중국법인,OC084,2025-06-30,1110465.5,CNY
RC0885,AR0860,독일법인,OC085,2025-06-30,45615.0,EUR
RC0886,AR0860,독일법인,OC085,2025-06-30,45615.01,EUR
RC0887,AR0862,독일법인,OC085,2025-06-30,58018.78,EUR
RC0888,AR0863,독일법인,OC085,2025-06-30,17579.7,EUR
RC0889,AR0863,독일법인,OC085,2025-06-30,17579.69,EUR
RC0890,AR0864,독일법인,OC085,2025-06-30,2841.22,EUR
RC0891,AR0866,독일법인,OC085,2025-05-29,73821.04,EUR
RC0892,AR0870,독일법인,OC085,2025-06-30,80409.32,EUR
RC0893,AR0871,독일법인,OC085,2025-06-30,35409.06,EUR
RC0894,AR0872,독일법인,OC085,2025-05-18,13897.94,EUR
RC0895,AR0872,독일법인,OC085,2025-06-30,13897.95,EUR
RC0896,AR0877,중국법인,OC086,2025-06-30,697183.75,CNY
RC0897,AR0877,중국법인,OC086,2025-06-30,697183.75,CNY
RC0898,AR0878,중국법인,OC086,2025-04-09,47523.5,CNY
RC0899,AR0878,중국법인,OC086,2025-06-28,47523.5,CNY
RC0900,AR0880,중국법인,OC086,2025-06-30,1110557.0,CNY
RC0901,AR0881,중국법인,OC086,2025-06-30,1310886.5,CNY
RC0902,AR0882,중국법인,OC086,2025-06-30,891660.0,CNY
RC0903,AR0882,중국법인,OC086,2025-05-16,891660.0,CNY
RC0904,AR0883,중국법인,OC086,2025-06-30,624378.5,CNY
RC0905,AR0885,미국법인,OC087,2025-05-12,75621.34,USD
RC0906,AR0886,미국법인,OC087,2025-05-14,54902.18,USD
RC0907,AR0886,미국법인,OC087,2025-05-21,54902.19,USD
RC0908,AR0888,미국법인,OC087,2025-06-30,45825.58,USD
RC0909,AR0888,미국법인,OC087,2025-06-30,45825.58,USD
RC0910,AR0889,미국법인,OC087,2025-06-30,52073.45,USD
RC0911,AR0890,미국법인,OC087,2025-05-15,27224.26,USD
RC0912,AR0892,미국법인,OC088,2025-06-30,46971.88,USD
RC0913,AR0893,미국법인,OC088,2025-06-30,35802.64,USD
RC0914,AR0894,미국법인,OC088,2025-06-30,58446.0,USD
RC0915,AR0894,미국법인,OC088,2025-06-30,58445.99,USD
RC0916,AR0897,미국법인,OC088,2025-06-30,59294.94,USD
RC0917,AR0897,미국법인,OC088,2025-06-30,59294.95,USD
RC0918,AR0898,미국법인,OC088,2025-06-30,24928.87,USD
RC0919,AR0898,미국법인,OC088,2025-04-06,24928.87,USD
RC0920,AR0900,미국법인,OC088,2025-06-10,24773.12,USD
RC0921,AR0901,미국법인,OC088,2025-06-30,59389.92,USD
RC0922,AR0901,미국법인,OC088,2025-04-24,59389.91,USD
RC0923,AR0902,미국법인,OC089,2025-06-30,49090.39,USD
RC0924,AR0902,미국법인,OC089,2025-06-30,49090.39,USD
RC0925,AR0905,미국법인,OC089,2025-06-30,72003.55,USD
RC0926,AR0906,미국법인,OC089,2025-05-01,8006.36,USD
RC0927,AR0906,미국법인,OC089,2025-05-09,8006.35,USD
RC0928,AR0907,미국법인,OC089,2025-06-30,2583.74,USD
RC0929,AR0908,미국법인,OC089,2025-06-30,94119.79,USD
RC0930,AR0909,미국법인,OC089,2025-06-30,33541.94,USD
RC0931,AR0909,미국법인,OC089,2025-06-30,33541.94,USD
RC0932,AR0910,미국법인,OC089,2025-06-30,19464.16,USD
RC0933,AR0911,미국법인,OC089,2025-06-30,27047.83,USD
RC0934,AR0911,미국법인,OC089,2025-06-30,27047.83,USD
RC0935,AR0912,미국법인,OC089,2025-04-19,18190.44,USD
RC0936,AR0912,미국법인,OC089,2025-03-30,18190.44,USD
RC0937,AR0913,미국법인,OC089,2025-06-30,48424.13,USD
RC0938,AR0914,미국법인,OC090,2025-06-30,47952.39,USD
RC0939,AR0914,미국법인,OC090,2025-06-30,47952.39,USD
RC0940,AR0916,미국법인,OC090,2025-06-30,2975.26,USD
RC0941,AR0916,미국법인,OC090,2025-06-30,2975.27,USD
RC0942,AR0917,미국법인,OC090,2025-06-16,46154.7,USD
RC0943,AR0918,미국법인,OC090,2025-06-30,6752.64,USD
RC0944,AR0918,미국법인,OC090,2025-06-30,6752.63,USD
RC0945,AR0919,미국법인,OC090,2025-06-30,2795.84,USD
RC0946,AR0919,미국법인,OC090,2025-06-30,2795.85,USD
RC0947,AR0920,미국법인,OC091,2025-06-30,52756.84,USD
RC0948,AR0920,미국법인,OC091,2025-06-30,52756.85,USD
RC0949,AR0921,미국법인,OC091,2025-05-10,60948.19,USD
RC0950,AR0923,미국법인,OC091,2025-06-26,66289.1,USD
RC0951,AR0924,미국법인,OC091,2025-04-29,49663.76,USD
RC0952,AR0924,미국법인,OC091,2025-05-14,49663.77,USD
RC0953,AR0925,미국법인,OC091,2025-05-12,86930.04,USD
RC0954,AR0926,미국법인,OC091,2025-06-30,63603.53,USD
RC0955,AR0930,미국법인,OC092,2025-06-30,24600.84,USD
RC0956,AR0933,미국법인,OC092,2025-05-25,116356.78,USD
RC0957,AR0934,미국법인,OC092,2025-06-30,3626.7,USD
RC0958,AR0934,미국법인,OC092,2025-06-30,3626.71,USD
RC0959,AR0935,미국법인,OC092,2025-05-25,96822.25,USD
RC0960,AR0936,미국법인,OC092,2025-06-30,8284.16,USD
RC0961,AR0936,미국법인,OC092,2025-06-30,8284.15,USD
RC0962,AR0937,미국법인,OC092,2025-03-07,5928.48,USD
RC0963,AR0938,미국법인,OC092,2025-06-30,46677.82,USD
RC0964,AR0938,미국법인,OC092,2025-06-30,46677.82,USD
RC0965,AR0939,베트남법인,OC093,2025-04-27,491065.75,VND
RC0966,AR0939,베트남법인,OC093,2025-05-25,491065.75,VND
RC0967,AR0940,베트남법인,OC093,2025-04-01,1344896.5,VND
RC0968,AR0940,베트남법인,OC093,2025-04-27,1344896.5,VND
RC0969,AR0941,베트남법인,OC093,2025-06-06,351226.5,VND
RC0970,AR0942,베트남법인,OC093,2025-05-12,739687.0,VND
RC0971,AR0942,베트남법인,OC093,2025-02-09,739687.0,VND
RC0972,AR0943,베트남법인,OC093,2025-06-30,1087639.0,VND
RC0973,AR0944,베트남법인,OC093,2025-06-20,285746.5,VND
RC0974,AR0944,베트남법인,OC093,2025-04-14,285746.5,VND
RC0975,AR0946,베트남법인,OC093,2025-06-30,1890219.0,VND
RC0976,AR0948,베트남법인,OC094,2025-06-30,705285.0,VND
RC0977,AR0948,베트남법인,OC094,2025-06-30,705285.0,VND
RC0978,AR0950,베트남법인,OC094,2025-06-23,637132.0,VND
RC0979,AR0950,베트남법인,OC094,2025-06-10,637132.0,VND
RC0980,AR0951,베트남법인,OC094,2025-06-30,1094425.5,VND
RC0981,AR0951,베트남법인,OC094,2025-06-30,1094425.5,VND
RC0982,AR0952,베트남법인,OC094,2025-06-30,2912204.0,VND
RC0983,AR0953,중국법인,OC095,2025-06-30,1285200.5,CNY
RC0984,AR0956,중국법인,OC095,2025-06-30,232156.5,CNY
RC0985,AR0956,중국법인,OC095,2025-06-30,232156.5,CNY
RC0986,AR0957,중국법인,OC095,2025-06-30,1104239.0,CNY
RC0987,AR0959,중국법인,OC095,2025-05-07,1340667.0,CNY
RC0988,AR0959,중국법인,OC095,2025-06-13,1340667.0,CNY
RC0989,AR0960,중국법인,OC095,2025-06-30,744523.0,CNY
RC0990,AR0960,중국법인,OC095,2025-06-30,744523.0,CNY
RC0991,AR0961,중국법인,OC095,2025-06-30,668747.25,CNY
RC0992,AR0961,중국법인,OC095,2025-06-30,668747.25,CNY
RC0993,AR0962,중국법인,OC095,2025-03-02,1927120.0,CNY
RC0994,AR0963,중국법인,OC095,2025-06-30,589216.5,CNY
RC0995,AR0963,중국법인,OC095,2025-05-25,589216.5,CNY
RC0996,AR0964,중국법인,OC095,2025-06-30,262604.0,CNY
RC0997,AR0965,중국법인,OC095,2025-06-30,504830.0,CNY
RC0998,AR0966,미국법인,OC096,2025-06-30,5794.88,USD
RC0999,AR0966,미국법인,OC096,2025-06-30,5794.87,USD
RC1000,AR0967,미국법인,OC096,2025-05-28,107965.85,USD
RC1001,AR0968,미국법인,OC096,2025-06-30,40026.14,USD
RC1002,AR0968,미국법인,OC096,2025-06-30,40026.13,USD
RC1003,AR0969,미국법인,OC096,2025-06-30,2591.18,USD
RC1004,AR0969,미국법인,OC096,2025-06-30,2591.17,USD
RC1005,AR0970,미국법인,OC096,2025-06-30,76762.52,USD
RC1006,AR0971,미국법인,OC096,2025-06-30,4556.26,USD
RC1007,AR0971,미국법인,OC096,2025-06-30,4556.26,USD
RC1008,AR0973,미국법인,OC097,2025-06-30,6179.95,USD
RC1009,AR0973,미국법인,OC097,2025-06-30,6179.95,USD
RC1010,AR0974,미국법인,OC097,2025-06-30,81728.65,USD
RC1011,AR0976,미국법인,OC097,2025-06-30,22322.94,USD
RC1012,AR0976,미국법인,OC097,2025-06-30,22322.95,USD
RC1013,AR0977,미국법인,OC097,2025-04-15,26484.74,USD
RC1014,AR0977,미국법인,OC097,2025-06-30,26484.75,USD
RC1015,AR0978,미국법인,OC097,2025-06-30,109940.24,USD
RC1016,AR0979,미국법인,OC097,2025-06-30,15865.4,USD
RC1017,AR0980,미국법인,OC097,2025-02-22,9878.38,USD
RC1018,AR0980,미국법인,OC097,2025-06-23,9878.38,USD
RC1019,AR0981,미국법인,OC097,2025-06-30,44813.18,USD
RC1020,AR0981,미국법인,OC097,2025-06-03,44813.18,USD
RC1021,AR0982,중국법인,OC098,2025-06-30,939654.0,CNY
RC1022,AR0983,중국법인,OC098,2025-06-30,2159648.0,CNY
RC1023,AR0984,중국법인,OC098,2025-06-01,887234.0,CNY
RC1024,AR0985,중국법인,OC098,2025-04-08,647394.5,CNY
RC1025,AR0986,중국법인,OC098,2025-05-20,995154.5,CNY
RC1026,AR0986,중국법인,OC098,2025-04-16,995154.5,CNY
RC1027,AR0989,독일법인,OC099,2025-06-28,39120.0,EUR
RC1028,AR0989,독일법인,OC099,2025-04-19,39120.0,EUR
RC1029,AR0991,독일법인,OC099,2025-05-10,5417.06,EUR
RC1030,AR0991,독일법인,OC099,2025-06-16,5417.07,EUR
RC1031,AR0992,독일법인,OC099,2025-04-01,53218.86,EUR
RC1032,AR0993,독일법인,OC099,2025-06-30,21805.7,EUR
RC1033,AR0993,독일법인,OC099,2025-06-30,21805.7,EUR
RC1034,AR0994,독일법인,OC099,2025-06-30,110577.64,EUR
RC1035,AR0996,독일법인,OC099,2025-06-30,12463.16,EUR
RC1036,AR0996,독일법인,OC099,2025-06-30,12463.17,EUR
RC1037,AR0998,베트남법인,OC100,2025-06-30,817166.5,VND
RC1038,AR0998,베트남법인,OC100,2025-06-30,817166.5,VND
RC1039,AR1000,베트남법인,OC100,2025-06-30,682335.25,VND
RC1040,AR1000,베트남법인,OC100,2025-06-30,682335.25,VND
RC1041,AR1002,베트남법인,OC100,2025-06-20,1369126.5,VND
RC1042,AR1004,베트남법인,OC100,2025-06-30,1383080.0,VND
RC1043,AR1004,베트남법인,OC100,2025-06-30,1383080.0,VND
RC1044,AR1005,베트남법인,OC100,2025-05-29,408354.5,VND
RC1045,AR1005,베트남법인,OC100,2025-03-31,408354.5,VND
RC1046,AR1006,베트남법인,OC100,2025-04-06,183942.0,VND
RC1047,AR1007,베트남법인,OC100,2025-06-30,318808.5,VND
RC1048,AR1007,베트남법인,OC100,2025-06-30,318808.5,VND
RC1049,AR1009,중국법인,OC101,2025-06-30,2977743.0,CNY
RC1050,AR1010,중국법인,OC101,2025-06-30,145701.0,CNY
RC1051,AR1011,중국법인,OC101,2025-06-28,1865935.0,CNY
RC1052,AR1012,중국법인,OC101,2025-06-30,352311.0,CNY
RC1053,AR1014,중국법인,OC101,2025-06-30,357595.0,CNY
RC1054,AR1014,중국법인,OC101,2025-06-30,357595.0,CNY
RC1055,AR1022,독일법인,OC102,2025-06-30,9116.39,EUR
RC1056,AR1022,독일법인,OC102,2025-06-30,9116.39,EUR
RC1057,AR1025,독일법인,OC102,2025-03-29,21176.35,EUR
RC1058,AR1026,독일법인,OC102,2025-05-11,9892.93,EUR
RC1059,AR1027,독일법인,OC102,2025-04-29,12557.96,EUR
RC1060,AR1027,독일법인,OC102,2025-06-30,12557.97,EUR
RC1061,AR1029,독일법인,OC102,2025-04-24,48943.68,EUR
RC1062,AR1030,싱가포르법인,OC103,2025-04-04,35123.1,SGD
RC1063,AR1031,싱가포르법인,OC103,2025-06-29,69859.76,SGD
RC1064,AR1033,싱가포르법인,OC103,2025-06-30,84286.93,SGD
RC1065,AR1034,싱가포르법인,OC103,2025-03-27,50377.19,SGD
RC1066,AR1035,싱가포르법인,OC103,2025-05-12,34507.34,SGD
RC1067,AR1035,싱가포르법인,OC103,2025-03-29,34507.34,SGD
RC1068,AR1036,싱가포르법인,OC103,2025-06-30,28259.12,SGD
RC1069,AR1036,싱가포르법인,OC103,2025-06-30,28259.12,SGD
RC1070,AR1037,싱가포르법인,OC103,2025-06-30,11569.43,SGD
RC1071,AR1040,미국법인,OC104,2025-06-30,25118.84,USD
RC1072,AR1042,미국법인,OC104,2025-06-30,10421.78,USD
RC1073,AR1044,미국법인,OC104,2025-06-30,36825.16,USD
RC1074,AR1044,미국법인,OC104,2025-06-30,36825.15,USD
RC1075,AR1045,미국법인,OC104,2025-05-01,53287.77,USD
RC1076,AR1048,미국법인,OC104,2025-06-30,9837.31,USD
RC1077,AR1048,미국법인,OC104,2025-05-22,9837.31,USD
RC1078,AR1049,미국법인,OC104,2025-06-30,3048.69,USD
RC1079,AR1049,미국법인,OC104,2025-06-30,3048.69,USD
RC1080,AR1050,미국법인,OC104,2025-03-09,88856.37,USD
RC1081,AR1051,미국법인,OC105,2025-04-26,52731.95,USD
RC1082,AR1052,미국법인,OC105,2025-05-27,54521.42,USD
RC1083,AR1052,미국법인,OC105,2025-04-11,54521.43,USD
RC1084,AR1053,미국법인,OC105,2025-06-30,8828.56,USD
RC1085,AR1053,미국법인,OC105,2025-06-30,8828.57,USD
RC1086,AR1055,미국법인,OC105,2025-04-17,16381.52,USD
RC1087,AR1058,미국법인,OC105,2025-06-17,62710.71,USD
RC1088,AR1059,미국법인,OC105,2025-04-15,59770.75,USD
RC1089,AR1061,싱가포르법인,OC106,2025-06-12,47157.06,SGD
RC1090,AR1061,싱가포르법인,OC106,2025-06-30,47157.05,SGD
RC1091,AR1062,싱가포르법인,OC106,2025-06-09,3515.68,SGD
RC1092,AR1062,싱가포르법인,OC106,2025-06-30,3515.69,SGD
RC1093,AR1063,싱가포르법인,OC106,2025-01-22,44116.5,SGD
RC1094,AR1064,싱가포르법인,OC106,2025-06-30,46344.66,SGD
RC1095,AR1068,싱가포르법인,OC106,2025-06-30,4385.21,SGD
RC1096,AR1068,싱가포르법인,OC106,2025-06-30,4385.21,SGD
RC1097,AR1072,싱가포르법인,OC107,2025-06-30,113933.63,SGD
RC1098,AR1074,싱가포르법인,OC107,2025-06-30,115262.7,SGD
RC1099,AR1075,싱가포르법인,OC107,2025-06-30,27401.86,SGD
RC1100,AR1076,싱가포르법인,OC107,2025-06-30,49644.22,SGD
RC1101,AR1076,싱가포르법인,OC107,2025-06-30,49644.21,SGD
RC1102,AR1077,싱가포르법인,OC107,2025-06-30,37576.0,SGD
RC1103,AR1078,싱가포르법인,OC107,2025-06-30,1324.33,SGD
RC1104,AR1078,싱가포르법인,OC107,2025-06-30,1324.33,SGD
RC1105,AR1079,싱가포르법인,OC107,2025-03-15,59421.04,SGD
RC1106,AR1081,미국법인,OC108,2025-06-29,63787.6,USD
RC1107,AR1084,미국법인,OC108,2025-04-03,68577.99,USD
RC1108,AR1085,미국법인,OC108,2025-06-10,90017.93,USD
RC1109,AR1086,미국법인,OC108,2025-06-30,20444.92,USD
RC1110,AR1086,미국법인,OC108,2025-06-30,20444.92,USD
RC1111,AR1087,미국법인,OC108,2025-06-30,109819.97,USD
RC1112,AR1088,미국법인,OC108,2025-06-11,34121.03,USD
RC1113,AR1089,미국법인,OC108,2025-05-03,37684.22,USD
RC1114,AR1089,미국법인,OC108,2025-02-22,37684.22,USD
RC1115,AR1090,미국법인,OC108,2025-06-30,19016.66,USD
RC1116,AR1090,미국법인,OC108,2025-06-30,19016.67,USD
RC1117,AR1091,미국법인,OC109,2025-06-30,100879.25,USD
RC1118,AR1092,미국법인,OC109,2025-06-30,6227.86,USD
RC1119,AR1092,미국법인,OC109,2025-06-30,6227.86,USD
RC1120,AR1093,미국법인,OC109,2025-06-30,16293.04,USD
RC1121,AR1093,미국법인,OC109,2025-06-30,16293.04,USD
RC1122,AR1094,미국법인,OC109,2025-06-30,30266.71,USD
RC1123,AR1095,미국법인,OC109,2025-06-30,81467.49,USD
RC1124,AR1097,독일법인,OC110,2025-06-30,37975.61,EUR
RC1125,AR1100,독일법인,OC110,2025-05-22,58205.47,EUR
RC1126,AR1100,독일법인,OC110,2025-05-28,58205.47,EUR
RC1127,AR1101,독일법인,OC110,2025-06-30,17564.62,EUR
RC1128,AR1101,독일법인,OC110,2025-06-30,17564.63,EUR
RC1129,AR1105,독일법인,OC110,2025-06-30,47385.2,EUR
RC1130,AR1106,독일법인,OC110,2025-06-30,15692.93,EUR
RC1131,AR1109,독일법인,OC110,2025-06-30,74613.27,EUR
RC1132,AR1111,중국법인,OC111,2025-06-30,620503.5,CNY
RC1133,AR1111,중국법인,OC111,2025-06-30,620503.5,CNY
RC1134,AR1112,중국법인,OC111,2025-06-30,1251864.0,CNY
RC1135,AR1112,중국법인,OC111,2025-06-23,1251864.0,CNY
RC1136,AR1113,중국법인,OC111,2025-06-30,335135.0,CNY
RC1137,AR1113,중국법인,OC111,2025-05-23,335135.0,CNY
RC1138,AR1114,중국법인,OC111,2025-06-30,312182.0,CNY
RC1139,AR1115,중국법인,OC111,2025-06-28,711039.5,CNY
RC1140,AR1115,중국법인,OC111,2025-06-30,711039.5,CNY
RC1141,AR1116,중국법인,OC111,2025-06-30,749028.0,CNY
RC1142,AR1116,중국법인,OC111,2025-06-30,749028.0,CNY
RC1143,AR1117,중국법인,OC111,2025-06-11,1491242.0,CNY
RC1144,AR1117,중국법인,OC111,2025-06-30,1491242.0,CNY
RC1145,AR1118,중국법인,OC111,2025-04-22,22038.25,CNY
RC1146,AR1118,중국법인,OC111,2025-06-13,22038.25,CNY
RC1147,AR1119,싱가포르법인,OC112,2025-04-17,32380.08,SGD
RC1148,AR1120,싱가포르법인,OC112,2025-05-28,109843.47,SGD
RC1149,AR1122,싱가포르법인,OC112,2025-06-30,43972.34,SGD
RC1150,AR1122,싱가포르법인,OC112,2025-06-30,43972.34,SGD
RC1151,AR1125,중국법인,OC113,2025-06-30,232033.5,CNY
RC1152,AR1125,중국법인,OC113,2025-06-30,232033.5,CNY
RC1153,AR1126,중국법인,OC113,2025-06-30,1276976.5,CNY
RC1154,AR1126,중국법인,OC113,2025-04-16,1276976.5,CNY
RC1155,AR1127,중국법인,OC113,2025-05-24,733426.5,CNY
RC1156,AR1127,중국법인,OC113,2025-06-30,733426.5,CNY
RC1157,AR1128,중국법인,OC113,2025-04-23,363667.5,CNY
RC1158,AR1128,중국법인,OC113,2025-05-01,363667.5,CNY
RC1159,AR1130,중국법인,OC113,2025-03-04,340427.5,CNY
RC1160,AR1130,중국법인,OC113,2025-06-23,340427.5,CNY
RC1161,AR1132,중국법인,OC113,2025-06-30,69225.5,CNY
RC1162,AR1132,중국법인,OC113,2025-05-22,69225.5,CNY
RC1163,AR1133,중국법인,OC113,2025-06-30,759100.0,CNY
RC1164,AR1134,중국법인,OC113,2025-06-30,490877.5,CNY
RC1165,AR1134,중국법인,OC113,2025-06-30,490877.5,CNY
RC1166,AR1135,중국법인,OC113,2025-04-04,714904.25,CNY
RC1167,AR1135,중국법인,OC113,2025-04-25,714904.25,CNY
RC1168,AR1136,중국법인,OC113,2025-06-30,656764.5,CNY
RC1169,AR1136,중국법인,OC113,2025-06-30,656764.5,CNY
RC1170,AR1137,중국법인,OC113,2025-05-15,2059616.0,CNY
RC1171,AR1138,중국법인,OC113,2025-06-30,755496.5,CNY
RC1172,AR1138,중국법인,OC113,2025-06-30,755496.5,CNY
RC1173,AR1139,독일법인,OC114,2025-06-18,46705.75,EUR
RC1174,AR1139,독일법인,OC114,2025-06-30,46705.75,EUR
